"sample_id","replicate_id","case_id","case_type","data_origin","source_reference","source_file","original_row_number","normalized_order","raw_frequency","raw_z_real","raw_z_imag","frequency_Hz","z_real_ohm","z_imag_ohm","duplicate_frequency","high_frequency_inductive","status","detail"
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","15","","926.11872812879369","2.0036899168773545","-0.17177228976838432","926.11872812879369","2.0036899168773545","-0.17177228976838432","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","16","","541.16952654646377","2.0107968504820164","-0.29369751765345276","541.16952654646377","2.0107968504820164","-0.29369751765345276","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","17","","316.22776601683796","2.0315380467543664","-0.5013080147392931","316.22776601683796","2.0315380467543664","-0.5013080147392931","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","18","","184.78497974222907","2.0916667674946963","-0.85142900097109853","184.78497974222907","2.0916667674946963","-0.85142900097109853","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","19","","107.97751623277094","2.2626549485499292","-1.4255707511034548","107.97751623277094","2.2626549485499292","-1.4255707511034548","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","20","","63.0957344480193","2.723415585628159","-2.2943396818029234","63.0957344480193","2.723415585628159","-2.2943396818029234","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","21","","36.869450645195734","3.8040058933676253","-3.3432932691637864","36.869450645195734","3.8040058933676253","-3.3432932691637864","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","22","","21.544346900318867","5.6819655718361606","-3.9873367179738537","21.544346900318867","5.6819655718361606","-3.9873367179738537","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","23","","12.589254117941687","7.7124818676228877","-3.6148866998929341","12.589254117941687","7.7124818676228877","-3.6148866998929341","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","24","","7.3564225445964215","9.0377130438621514","-2.6023642064764374","7.3564225445964215","9.0377130438621514","-2.6023642064764374","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","25","","4.2986623470822725","9.6431554487029576","-1.651489744620277","4.2986623470822725","9.6431554487029576","-1.651489744620277","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","26","","2.511886431509577","9.8744661549166217","-0.99423941503322122","2.511886431509577","9.8744661549166217","-0.99423941503322122","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","27","","1.4677992676220675","9.9566882842449616","-0.58704158397737194","1.4677992676220675","9.9566882842449616","-0.58704158397737194","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","28","","0.85769589859089457","9.9851580865089939","-0.34426011318764721","0.85769589859089457","9.9851580865089939","-0.34426011318764721","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","29","","0.50118723362727247","9.9949259568440105","-0.20141151738162108","0.50118723362727247","9.9949259568440105","-0.20141151738162108","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","30","","0.29286445646252374","9.998266719198833","-0.1177422700095699","0.29286445646252374","9.998266719198833","-0.1177422700095699","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","31","","0.17113283041617811","9.9994080783435848","-0.068811502527347621","0.17113283041617811","9.9994080783435848","-0.068811502527347621","FALSE","FALSE","PASS",""
"S_C008","R1","C008","INVALID_NUMERIC_DATA_NAN","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C008_invalid_nan.csv","32","","0.10000000000000001","9.9997978756087775","-0.040211369977945235","0.10000000000000001","9.9997978756087775","-0.040211369977945235","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","2","","1000000","2.0000000031662868","-0.00015915494302890407","1000000","2.0000000031662868","-0.00015915494302890407","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","3","","584341.41337351757","2.0000000092729291","-0.00027236635854471374","584341.41337351757","2.0000000092729291","-0.00027236635854471374","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","4","","341454.88738336007","2.0000000271571134","-0.00046610825743704891","341454.88738336007","2.0000000271571134","-0.00046610825743704891","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","5","","199526.23149688789","2.0000000795335326","-0.00079766424853319794","199526.23149688789","2.0000000795335326","-0.00079766424853319794","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","6","","116591.4401179831","2.0000002329254429","-0.0013650653795590504","116591.4401179831","2.0000002329254429","-0.0013650653795590504","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","7","","68129.206905796222","2.0000006821557945","Infinity","68129.206905796222","2.0000006821557945","","FALSE","FALSE","BLOCKED_INVALID_NUMERIC_DATA","Invalid nonfinite or nonnumeric value for z_imag: 'Infinity'"
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","8","","39810.717055349691","2.0000019977915313","-0.003997790422257886","39810.717055349691","2.0000019977915313","-0.003997790422257886","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","9","","23263.050671536286","2.0000058508184919","-0.0068415286086401022","23263.050671536286","2.0000058508184919","-0.0068415286086401022","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","10","","13593.563908785241","2.0000171349436058","-0.011708085037225978","13593.563908785241","2.0000171349436058","-0.011708085037225978","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","11","","7943.2823472428136","2.000050181952159","-0.020036294543769002","7943.2823472428136","2.000050181952159","-0.020036294543769002","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","12","","4641.5888336127819","2.0001469633234863","-0.0342882631475128","4641.5888336127819","2.0001469633234863","-0.0342882631475128","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","13","","2712.2725793320296","2.0004303880898768","-0.058676396320054031","2712.2725793320296","2.0004303880898768","-0.058676396320054031","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","14","","1584.8931924611124","2.0012603229712469","-0.10040416005317282","1584.8931924611124","2.0012603229712469","-0.10040416005317282","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","15","","926.11872812879369","2.0036899168773545","-0.17177228976838432","926.11872812879369","2.0036899168773545","-0.17177228976838432","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","16","","541.16952654646377","2.0107968504820164","-0.29369751765345276","541.16952654646377","2.0107968504820164","-0.29369751765345276","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","17","","316.22776601683796","2.0315380467543664","-0.5013080147392931","316.22776601683796","2.0315380467543664","-0.5013080147392931","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","18","","184.78497974222907","2.0916667674946963","-0.85142900097109853","184.78497974222907","2.0916667674946963","-0.85142900097109853","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","19","","107.97751623277094","2.2626549485499292","-1.4255707511034548","107.97751623277094","2.2626549485499292","-1.4255707511034548","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","20","","63.0957344480193","2.723415585628159","-2.2943396818029234","63.0957344480193","2.723415585628159","-2.2943396818029234","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","21","","36.869450645195734","3.8040058933676253","-3.3432932691637864","36.869450645195734","3.8040058933676253","-3.3432932691637864","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","22","","21.544346900318867","5.6819655718361606","-3.9873367179738537","21.544346900318867","5.6819655718361606","-3.9873367179738537","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","23","","12.589254117941687","7.7124818676228877","-3.6148866998929341","12.589254117941687","7.7124818676228877","-3.6148866998929341","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","24","","7.3564225445964215","9.0377130438621514","-2.6023642064764374","7.3564225445964215","9.0377130438621514","-2.6023642064764374","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","25","","4.2986623470822725","9.6431554487029576","-1.651489744620277","4.2986623470822725","9.6431554487029576","-1.651489744620277","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","26","","2.511886431509577","9.8744661549166217","-0.99423941503322122","2.511886431509577","9.8744661549166217","-0.99423941503322122","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","27","","1.4677992676220675","9.9566882842449616","-0.58704158397737194","1.4677992676220675","9.9566882842449616","-0.58704158397737194","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","28","","0.85769589859089457","9.9851580865089939","-0.34426011318764721","0.85769589859089457","9.9851580865089939","-0.34426011318764721","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","29","","0.50118723362727247","9.9949259568440105","-0.20141151738162108","0.50118723362727247","9.9949259568440105","-0.20141151738162108","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","30","","0.29286445646252374","9.998266719198833","-0.1177422700095699","0.29286445646252374","9.998266719198833","-0.1177422700095699","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","31","","0.17113283041617811","9.9994080783435848","-0.068811502527347621","0.17113283041617811","9.9994080783435848","-0.068811502527347621","FALSE","FALSE","PASS",""
"S_C009","R1","C009","INVALID_NUMERIC_DATA_INF","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C009_invalid_inf.csv","32","","0.10000000000000001","9.9997978756087775","-0.040211369977945235","0.10000000000000001","9.9997978756087775","-0.040211369977945235","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","2","","1000000","2.0000000031662868","-0.00015915494302890407","1000000","2.0000000031662868","-0.00015915494302890407","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","3","","584341.41337351757","2.0000000092729291","-0.00027236635854471374","584341.41337351757","2.0000000092729291","-0.00027236635854471374","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","4","","341454.88738336007","2.0000000271571134","-0.00046610825743704891","341454.88738336007","2.0000000271571134","-0.00046610825743704891","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","5","","199526.23149688789","2.0000000795335326","-0.00079766424853319794","199526.23149688789","2.0000000795335326","-0.00079766424853319794","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","6","","116591.4401179831","2.0000002329254429","-0.0013650653795590504","116591.4401179831","2.0000002329254429","-0.0013650653795590504","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","7","","","2.0000006821557945","-0.0023360748898912636","","","","FALSE","FALSE","BLOCKED_INVALID_NUMERIC_DATA","Blank numeric value for frequency"
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","8","","39810.717055349691","2.0000019977915313","-0.003997790422257886","39810.717055349691","2.0000019977915313","-0.003997790422257886","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","9","","23263.050671536286","2.0000058508184919","-0.0068415286086401022","23263.050671536286","2.0000058508184919","-0.0068415286086401022","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","10","","13593.563908785241","2.0000171349436058","-0.011708085037225978","13593.563908785241","2.0000171349436058","-0.011708085037225978","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","11","","7943.2823472428136","2.000050181952159","-0.020036294543769002","7943.2823472428136","2.000050181952159","-0.020036294543769002","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","12","","4641.5888336127819","2.0001469633234863","-0.0342882631475128","4641.5888336127819","2.0001469633234863","-0.0342882631475128","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","13","","2712.2725793320296","2.0004303880898768","-0.058676396320054031","2712.2725793320296","2.0004303880898768","-0.058676396320054031","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","14","","1584.8931924611124","2.0012603229712469","-0.10040416005317282","1584.8931924611124","2.0012603229712469","-0.10040416005317282","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","15","","926.11872812879369","2.0036899168773545","-0.17177228976838432","926.11872812879369","2.0036899168773545","-0.17177228976838432","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","16","","541.16952654646377","2.0107968504820164","-0.29369751765345276","541.16952654646377","2.0107968504820164","-0.29369751765345276","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","17","","316.22776601683796","2.0315380467543664","-0.5013080147392931","316.22776601683796","2.0315380467543664","-0.5013080147392931","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","18","","184.78497974222907","2.0916667674946963","-0.85142900097109853","184.78497974222907","2.0916667674946963","-0.85142900097109853","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","19","","107.97751623277094","2.2626549485499292","-1.4255707511034548","107.97751623277094","2.2626549485499292","-1.4255707511034548","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","20","","63.0957344480193","2.723415585628159","-2.2943396818029234","63.0957344480193","2.723415585628159","-2.2943396818029234","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","21","","36.869450645195734","3.8040058933676253","-3.3432932691637864","36.869450645195734","3.8040058933676253","-3.3432932691637864","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","22","","21.544346900318867","5.6819655718361606","-3.9873367179738537","21.544346900318867","5.6819655718361606","-3.9873367179738537","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","23","","12.589254117941687","7.7124818676228877","-3.6148866998929341","12.589254117941687","7.7124818676228877","-3.6148866998929341","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","24","","7.3564225445964215","9.0377130438621514","-2.6023642064764374","7.3564225445964215","9.0377130438621514","-2.6023642064764374","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","25","","4.2986623470822725","9.6431554487029576","-1.651489744620277","4.2986623470822725","9.6431554487029576","-1.651489744620277","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","26","","2.511886431509577","9.8744661549166217","-0.99423941503322122","2.511886431509577","9.8744661549166217","-0.99423941503322122","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","27","","1.4677992676220675","9.9566882842449616","-0.58704158397737194","1.4677992676220675","9.9566882842449616","-0.58704158397737194","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","28","","0.85769589859089457","9.9851580865089939","-0.34426011318764721","0.85769589859089457","9.9851580865089939","-0.34426011318764721","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","29","","0.50118723362727247","9.9949259568440105","-0.20141151738162108","0.50118723362727247","9.9949259568440105","-0.20141151738162108","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","30","","0.29286445646252374","9.998266719198833","-0.1177422700095699","0.29286445646252374","9.998266719198833","-0.1177422700095699","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","31","","0.17113283041617811","9.9994080783435848","-0.068811502527347621","0.17113283041617811","9.9994080783435848","-0.068811502527347621","FALSE","FALSE","PASS",""
"S_C010","R1","C010","INVALID_NUMERIC_DATA_EMPTY","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C010_invalid_empty.csv","32","","0.10000000000000001","9.9997978756087775","-0.040211369977945235","0.10000000000000001","9.9997978756087775","-0.040211369977945235","FALSE","FALSE","PASS",""
"S_C011","R1","C011","INVALID_NUMERIC_DATA_STRING","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C011_invalid_string.csv","2","","1000000","2.0000000031662868","-0.00015915494302890407","1000000","2.0000000031662868","-0.00015915494302890407","FALSE","FALSE","PASS",""
"S_C011","R1","C011","INVALID_NUMERIC_DATA_STRING","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C011_invalid_string.csv","3","","584341.41337351757","2.0000000092729291","-0.00027236635854471374","584341.41337351757","2.0000000092729291","-0.00027236635854471374","FALSE","FALSE","PASS",""
"S_C011","R1","C011","INVALID_NUMERIC_DATA_STRING","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C011_invalid_string.csv","4","","341454.88738336007","2.0000000271571134","-0.00046610825743704891","341454.88738336007","2.0000000271571134","-0.00046610825743704891","FALSE","FALSE","PASS",""
"S_C011","R1","C011","INVALID_NUMERIC_DATA_STRING","SYNTHETIC","M03A2_SYNTHETIC_CONTRACT","tests/fixtures/M03A_2/C011_invalid_string.csv","5","","199526.23149688789","2.0000000795335326","-0.00079766424853319794","199526.23149688789","2.0000000795335326","-0.00079766424853319794","FALSE","FALSE","PASS",""
