"sample_id","replicate_id","case_id","method","method_class","HFR_ohm","HFR_uncertainty_ohm","selected_point_count","selected_original_rows","frequency_min_Hz","frequency_max_Hz","intercept_model","residual_metric","high_frequency_coverage_status","inductive_artifact_status","duplicate_frequency_status","fit_quality_status","status","failure_reason","source_file","equivalent_circuit","fitting_software","fit_file","Rs_ohm","Rs_standard_error_ohm","fit_quality_metric","fit_quality_value","source_reference","contract_status","notes","detail"
"S_C027","R1","C027","FIRST_POINT_DIAGNOSTIC","LAB_SCREENING_HEURISTIC","2.0000000031662868","","1","33","1000000","1000000","FIRST_NORMALIZED_POINT","","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","NOT_APPLICABLE","DIAGNOSTIC_ONLY_NOT_HFR","","tests/fixtures/M03A_2/C027_duplicate_unsorted.csv","","","","","","","","","","","screening only; never an HFR estimator"
"S_C027","R1","C027","HIGH_FREQUENCY_INTERCEPT","HFR_ESTIMATOR","1.9999999999999987","3.0522509644723502E-16","62","33;2;34;3;35;4;36;5;37;6;7;38;39;8;40;9;41;10;42;11;43;12;44;13;45;14;46;15;47;16;48;17;49;18;50;19;51;20;52;21;53;22;54;23;55;24;56;25;57;26;58;27;59;28;60;29;61;30;62;31;63;32","0.10000000000000001","1000000","FULL_ARC_CIRCLE_LEFT_REAL_INTERCEPT","6.0083620319288593E-16","PASS","NONE","WARNING_DUPLICATE_FREQUENCY","PASS","WARNING_DUPLICATE_FREQUENCY","","tests/fixtures/M03A_2/C027_duplicate_unsorted.csv","","","","","","","","","","","full-arc circle model; complete-semicircle assumption is explicit"
"S_C028","R1","C028","FIRST_POINT_DIAGNOSTIC","LAB_SCREENING_HEURISTIC","2.0000000031662868","","1","2","1000000","1000000","FIRST_NORMALIZED_POINT","","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","NOT_APPLICABLE","DIAGNOSTIC_ONLY_NOT_HFR","","tests/fixtures/M03A_2/C028_units_mhz_mohm.csv","","","","","","","","","","","screening only; never an HFR estimator"
"S_C028","R1","C028","HIGH_FREQUENCY_INTERCEPT","HFR_ESTIMATOR","1.9999999999999982","2.8488658176821787E-16","61","2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62","0.10000000000000001","1000000","FULL_ARC_CIRCLE_LEFT_REAL_INTERCEPT","5.5625883323134427E-16","PASS","NONE","NONE","PASS","PASS","","tests/fixtures/M03A_2/C028_units_mhz_mohm.csv","","","","","","","","","","","full-arc circle model; complete-semicircle assumption is explicit"
"S_C029","R1","C029","FIRST_POINT_DIAGNOSTIC","LAB_SCREENING_HEURISTIC","2.0000000031662868","","1","2","1000000","1000000","FIRST_NORMALIZED_POINT","","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","NOT_APPLICABLE","DIAGNOSTIC_ONLY_NOT_HFR","","tests/fixtures/M03A_2/C029_units_MHz.csv","","","","","","","","","","","screening only; never an HFR estimator"
"S_C029","R1","C029","HIGH_FREQUENCY_INTERCEPT","HFR_ESTIMATOR","1.9999999999999969","4.7525426742744206E-16","61","2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62","0.10000000000000001","1000000","FULL_ARC_CIRCLE_LEFT_REAL_INTERCEPT","9.2796362203710858E-16","PASS","NONE","NONE","PASS","PASS","","tests/fixtures/M03A_2/C029_units_MHz.csv","","","","","","","","","","","full-arc circle model; complete-semicircle assumption is explicit"
"S_C030","R1","C030","FIRST_POINT_DIAGNOSTIC","LAB_SCREENING_HEURISTIC","8.3864001727471766","","1","2","1000000","1000000","FIRST_NORMALIZED_POINT","","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","NOT_APPLICABLE","DIAGNOSTIC_ONLY_NOT_HFR","","tests/fixtures/M03A_2/C030_hf_far_from_real_axis.csv","","","","","","","","","","","screening only; never an HFR estimator"
"S_C030","R1","C030","HIGH_FREQUENCY_INTERCEPT","HFR_ESTIMATOR","","","9","2;3;4;5;6;7;8;9;10","116591.4401179831","1000000","NONE","7.0487178594494819E-14","BLOCKED_INSUFFICIENT_HIGH_FREQUENCY_COVERAGE","NONE","NONE","PASS","BLOCKED_INSUFFICIENT_HIGH_FREQUENCY_COVERAGE","candidate=highest frequency decade; points=9; span=8.5769589859089468; min_abs_Zimag=0.46723723755340724; axis_tolerance=0.19071069424057896; no rows silently deleted","tests/fixtures/M03A_2/C030_hf_far_from_real_axis.csv","","","","","","","","","","","candidate rows are only the declared highest-frequency decade"
"S_C031","R1","C031","FIRST_POINT_DIAGNOSTIC","LAB_SCREENING_HEURISTIC","","","0","","","","NONE","","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","BLOCKED_UNSUPPORTED_IMPEDANCE_UNIT","UNSUPPORTED_IMPEDANCE_UNIT: ambiguous Unicode token 'mΩ'","tests/fixtures/M03A_2/C031_unicode_unit.csv","","","","","","","","","","","input blocked before estimation"
"S_C031","R1","C031","HIGH_FREQUENCY_INTERCEPT","HFR_ESTIMATOR","","","0","","","","NONE","","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","BLOCKED_UNSUPPORTED_IMPEDANCE_UNIT","UNSUPPORTED_IMPEDANCE_UNIT: ambiguous Unicode token 'mΩ'","tests/fixtures/M03A_2/C031_unicode_unit.csv","","","","","","","","","","","input blocked before estimation"
"S_C032","R1","C032","FIRST_POINT_DIAGNOSTIC","LAB_SCREENING_HEURISTIC","2.0000000031662868","","1","2","1000000","1000000","FIRST_NORMALIZED_POINT","","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","NOT_APPLICABLE","DIAGNOSTIC_ONLY_NOT_HFR","","tests/fixtures/M03A_2/C032_ec_incomplete.csv","","","","","","","","","","","screening only; never an HFR estimator"
"S_C032","R1","C032","USER_DEFINED_EQUIVALENT_CIRCUIT","USER_DEFINED_EQUIVALENT_CIRCUIT","","","0","","","","NONE","","PASS","NONE","NONE","FAILED_FIT_QUALITY","BLOCKED_EQUIVALENT_CIRCUIT_CONTRACT","missing or invalid: equivalent_circuit;fitting_software;fit_file;Rs_ohm;Rs_standard_error_ohm;fit_quality_metric;fit_quality_value;source_reference;status;supported_circuit","tests/fixtures/M03A_2/C032_ec_incomplete.csv","","","","","","","","","","missing circuit fit quality source and Rs","no callback or first-point substitution is permitted"
"S_C033","R1","C033","FIRST_POINT_DIAGNOSTIC","LAB_SCREENING_HEURISTIC","2.0000000031662868","","1","2","1000000","1000000","FIRST_NORMALIZED_POINT","","NOT_ASSESSED","NOT_ASSESSED","NOT_ASSESSED","NOT_APPLICABLE","DIAGNOSTIC_ONLY_NOT_HFR","","tests/fixtures/M03A_2/C023_no_real_data.csv","","","","","","","","","","","screening only; never an HFR estimator"
"S_C033","R1","C033","HIGH_FREQUENCY_INTERCEPT","HFR_ESTIMATOR","1.9999999999999969","4.7525426742744206E-16","61","2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62","0.10000000000000001","1000000","FULL_ARC_CIRCLE_LEFT_REAL_INTERCEPT","9.2796362203710858E-16","PASS","NONE","NONE","PASS","PASS","","tests/fixtures/M03A_2/C023_no_real_data.csv","","","","","","","","","","","full-arc circle model; complete-semicircle assumption is explicit"
